OBJECTID,date_arrested,time_arrested,address,offense_type,subject_race,subject_gender,agency,armainid,objectid_1,Year
32407,2021/07/24,2248,200-BLK SMOKEY PARK HWY,POSSESS DRUG PARAPHERNALIA,W,F,APD,594791,32388,2021
32408,2021/07/24,2248,200-BLK SMOKEY PARK HWY,POSSESS METHAMPHETAMINE,W,F,APD,594791,32389,2021
32409,2020/05/04,1600,100-BLK ATKINSON ST,KIDNAPPING,B,M,APD,572379,32390,2020
32410,2020/05/04,1600,100-BLK ATKINSON ST,ASSAULT BY STRANGULATION,B,M,APD,572379,32391,2020
32416,2020/06/02,1019,800-BLK FAIRVIEW RD,FELONY POSSESSION SCH II CS,W,M,APD,573069,32397,2020
32440,2020/08/30,423,600-BLK HAYWOOD RD,INJURY TO PERSONAL PROPERTY,B,F,APD,576360,32421,2020
32441,2020/08/30,423,600-BLK HAYWOOD RD,BREAKING OR ENTERING (M),B,F,APD,576360,32422,2020
32451,2021/03/22,2133,600-BLK HAYWOOD RD,INTOXICATED AND DISRUPTIVE,W,M,APD,585402,32432,2021
32452,2021/03/22,2133,600-BLK HAYWOOD RD,OPEN CNT MBV/UNFWN PROP CY/CTY,W,M,APD,585402,32433,2021
32475,2020/07/24,1845,200-BLK TUNNEL RD,DV PROTECTIVE ORDER VIOL (M),B,F,APD,574399,32456,2020
32476,2020/07/24,1845,200-BLK TUNNEL RD,DEFRAUDING INNKEEPER,B,F,APD,574399,32457,2020
32477,2021/06/28,1359,100-BLK COURT PLZ,SIMPLE ASSAULT,B,F,APD,594051,32458,2021
32478,2021/06/28,1359,100-BLK COURT PLZ,BREAKING OR ENTERING (M),B,F,APD,594051,32459,2021
32479,2020/10/15,1641,100-BLK RICEVILLE RD,FELONY POSSESSION SCH II CS,W,M,APD,578609,32460,2020
32480,2020/10/15,1641,100-BLK RICEVILLE RD,DANGEROUS DRUGS - FREE TEXT,W,M,APD,578609,32461,2020
32481,2020/10/27,1450,700-BLK FAIRVIEW RD,POSSESSION OF FIREARM BY FELON,B,M,APD,578894,32462,2020
32482,2020/10/27,1450,700-BLK FAIRVIEW RD,CARRYING CONCEALED GUN(M),B,M,APD,578894,32463,2020
32497,2021/07/19,1356,300-BLK AIRPORT RD,FELONY PROBATION VIOLATION,B,M,APD,594635,32478,2021
32526,2020/10/28,2127,100-BLK DAVIDSON DR,POSSESS MARIJ PARAPHERNALIA,W,M,APD,578941,32507,2020
32527,2020/10/28,2127,100-BLK DAVIDSON DR,FELONY POSSESSION SCH VI CS,W,M,APD,578941,32508,2020
32528,2020/10/28,2127,100-BLK DAVIDSON DR,PWIMSD SCH VI CS,W,M,APD,578941,32509,2020
32604,2020/03/12,2358,100-BLK BAITY DR,NON-SUPPORT,W,M,APD,569268,32585,2020
32612,2020/03/07,2353,100-BLK EASTVIEW AVE,INJURY TO PERSONAL PROPERTY,B,M,APD,569031,32593,2020
32668,2020/08/12,1020,100-BLK LIVINGSTON ST,DV PROTECTIVE ORDER VIOL (M),W,F,APD,574839,32648,2020
32669,2021/08/06,1957,1000-BLK PATTON AVE,INDECENT EXPOSURE,W,M,APD,595196,32649,2021
32670,2021/08/06,1957,1000-BLK PATTON AVE,DAMAGE PROPERTY - FREE TEXT,W,M,APD,595196,32650,2021
32749,2021/01/10,545,100-BLK MACE AVE,DWLR IMPAIRED REV,W,F,APD,580563,32729,2021
32750,2020/01/28,2139,100-BLK ATKINSON ST,FELONY POSSESSION SCH II CS,W,M,APD,567360,32732,2020
32751,2020/01/28,2139,100-BLK ATKINSON ST,SECOND DEGREE TRESPASS,W,M,APD,567360,32733,2020
32752,2020/01/28,2139,100-BLK ATKINSON ST,POSSESS DRUG PARAPHERNALIA,W,M,APD,567360,32734,2020
32789,2021/11/03,1518,100-BLK SMOKEY PARK HWY,HABITUAL FELON,B,M,APD,597629,32771,2021
32790,2021/11/03,1518,100-BLK SMOKEY PARK HWY,POSSESSION OF FIREARM BY FELON,B,M,APD,597629,32772,2021
32791,2021/11/03,1518,100-BLK SMOKEY PARK HWY,POSSESS DRUG PARAPHERNALIA,B,M,APD,597629,32773,2021
32792,2021/11/03,1518,100-BLK SMOKEY PARK HWY,POSSESS STOLEN MOTOR VEHICLE,B,M,APD,597629,32774,2021
32793,2021/11/03,1518,100-BLK SMOKEY PARK HWY,CONSPIRE TRAFFIC OPIUM/HEROIN,B,M,APD,597629,32775,2021
32794,2021/11/03,1518,100-BLK SMOKEY PARK HWY,MISDEMEANOR LARCENY,B,M,APD,597629,32776,2021
32795,2021/11/03,1518,100-BLK SMOKEY PARK HWY,RESISTING PUBLIC OFFICER,B,M,APD,597629,32777,2021
32836,2021/03/10,1855,100-BLK SMOKEY PARK HWY,POSSESSION OF FIREARM BY FELON,W,M,APD,584072,32818,2021
32837,2021/03/10,1855,100-BLK SMOKEY PARK HWY,PWIMSD SCH II CS,W,M,APD,584072,32819,2021
32838,2021/03/10,1855,100-BLK SMOKEY PARK HWY,PWIMSD SCH II CS,W,M,APD,584072,32820,2021
32839,2021/03/10,1855,100-BLK SMOKEY PARK HWY,MAINTN VEH/DWELL/PLACE CS (F),W,M,APD,584072,32821,2021
32840,2021/03/10,1855,100-BLK SMOKEY PARK HWY,POSSESS DRUG PARAPHERNALIA,W,M,APD,584072,32822,2021
32841,2021/03/10,1855,100-BLK SMOKEY PARK HWY,OTHER - FREE TEXT,W,M,APD,584072,32823,2021
32842,2021/03/10,1855,100-BLK SMOKEY PARK HWY,POSSESS STOLEN FIREARM,W,M,APD,584072,32824,2021
32843,2021/03/10,1855,100-BLK SMOKEY PARK HWY,MISDEMEANOR PROBATION VIOL,W,M,APD,584072,32825,2021
32865,2020/03/03,335,800-BLK PATTON AVE,FIRST DEG TRESP ENTER/REMAIN,W,M,APD,568800,32847,2020
32874,2021/01/28,1916,500-BLK BILTMORE AVE,LARCENY OF A FIREARM,W,M,APD,581031,32855,2021
32875,2021/01/28,1916,500-BLK BILTMORE AVE,BREAKING AND OR ENTERING (F),W,M,APD,581031,32856,2021
32876,2021/01/28,1916,500-BLK BILTMORE AVE,LARCENY OF MOTOR VEHICLE (F),W,M,APD,581031,32857,2021
32877,2021/01/28,1916,500-BLK BILTMORE AVE,OBTAIN PROPERTY FALSE PRETENSE,W,M,APD,581031,32858,2021
32881,2020/01/14,1903,100-BLK COURT PLZ,FIRST DEGREE MURDER,B,M,APD,565791,32862,2020
32885,2021/08/13,1928,100-BLK WARREN HAYNES DR,INJURY TO PERSONAL PROPERTY,W,M,APD,595372,32866,2021
32886,2021/08/13,1928,100-BLK WARREN HAYNES DR,INJURY TO PERSONAL PROPERTY,W,M,APD,595372,32867,2021
32915,2020/02/21,330,100-BLK BUFFALO ST/TEXAS ST,DRIVING WHILE IMPAIRED,W,F,APD,568331,32896,2020
32930,2021/06/15,2135,200-BLK STATE ST,ASSAULT AND BATTERY,W,F,APD,593685,32911,2021
32931,2021/06/15,2135,200-BLK STATE ST,BREAK/ENTER TERRORIZE/INJURE,W,F,APD,593685,32912,2021
32945,2021/09/01,933,1400-BLK TUNNEL RD,BREAKING OR ENTERING (M),W,M,APD,595891,32926,2021
32949,2020/01/28,1842,100-BLK TUNNEL RD,DRIVING WHILE IMPAIRED,W,M,APD,567343,32930,2020
32950,2020/01/28,1842,100-BLK TUNNEL RD,POSS OPN CNT/CONS ALC PSG AREA,W,M,APD,567343,32931,2020
32956,2020/09/27,1210,1600-BLK HENDERSONVILLE RD,MISDEMEANOR LARCENY,B,M,APD,577103,32937,2020
32957,2020/09/27,1210,1600-BLK HENDERSONVILLE RD,SECOND DEGREE TRESPASS,B,M,APD,577103,32938,2020
33031,2021/04/03,1013,400-BLK SMOKEY PARK HWY,POSSESS METHAMPHETAMINE,W,F,APD,585732,33012,2021
33050,2020/03/09,1855,100-BLK N LEXINGTON AVE,NON-SUPPORT,B,M,APD,569104,33031,2020
33051,2020/03/09,1855,100-BLK N LEXINGTON AVE,NON-SUPPORT,B,M,APD,569104,33032,2020
33052,2020/03/09,1855,100-BLK N LEXINGTON AVE,NON-SUPPORT,B,M,APD,569104,33033,2020
33053,2020/03/09,1855,100-BLK N LEXINGTON AVE,NON-SUPPORT,B,M,APD,569104,33034,2020
33096,2020/07/16,712,100-BLK S FRENCH BROAD AVE,FALSE IMPRISONMENT,B,M,APD,574177,33077,2020
33097,2020/07/16,712,100-BLK S FRENCH BROAD AVE,ASSAULT ON A FEMALE,B,M,APD,574177,33078,2020
33098,2020/07/16,712,100-BLK S FRENCH BROAD AVE,ASSAULT BY STRANGULATION,B,M,APD,574177,33079,2020
33165,2020/05/04,1600,100-BLK ATKINSON ST,ASSAULT ON A FEMALE,B,M,APD,572379,33147,2020
33166,2020/05/04,1600,100-BLK ATKINSON ST,INTERFERE EMERG COMMUNICATION,B,M,APD,572379,33148,2020
33231,2020/08/27,2115,300-BLK MONTFORD AVE,ETHNIC INTIMIDATION,W,M,APD,576302,33213,2020
33232,2020/08/27,2115,300-BLK MONTFORD AVE,COMMUNICATING THREATS,W,M,APD,576302,33214,2020
33233,2020/08/27,2115,300-BLK MONTFORD AVE,CYBERSTALKING,W,M,APD,576302,33215,2020
33246,2020/12/30,1601,1300-BLK PATTON AVE,POSSESSION OF FIREARM BY FELON,B,M,APD,580331,33228,2020
33247,2020/09/17,950,100-BLK MONTE VISTA RD,BREAK OR ENTER A MOTOR VEHICLE,B,M,APD,576839,33229,2020
33248,2020/04/08,1921,200-BLK DEAVERVIEW RD,FELONY POSSESSION SCH II CS,B,M,APD,569866,33230,2020
33259,2021/02/13,2153,1300-BLK PATTON AVE,FELONY LARCENY,W,M,APD,581417,33241,2021
33260,2020/06/17,2109,100-BLK MCDOWELL ST,FELONY POSSESSION SCH I CS,B,M,APD,573477,33242,2020
33261,2020/06/17,2109,100-BLK MCDOWELL ST,POSSESS MARIJUANA UP TO 1/2 OZ,B,M,APD,573477,33243,2020
33268,2021/07/25,1917,100-BLK RHUDY RD,FLEE/ELUDE ARREST W/MV (F),B,M,APD,594801,33250,2021
33269,2021/07/25,1917,100-BLK RHUDY RD,POSSESS STOLEN MOTOR VEHICLE,B,M,APD,594801,33251,2021
33270,2021/07/25,1917,100-BLK RHUDY RD,FAIL STOP STOPSIGN/FLSH RED LT,B,M,APD,594801,33252,2021
33271,2021/07/25,1917,100-BLK RHUDY RD,UNSAFE PASSING YELLOW LINE,B,M,APD,594801,33253,2021
33272,2021/07/25,1917,100-BLK RHUDY RD,RECKLESS DRVG-WANTON DISREGARD,B,M,APD,594801,33254,2021
33273,2021/07/25,1917,100-BLK RHUDY RD,SIMPLE ASSAULT,B,M,APD,594801,33255,2021
33274,2021/07/25,1917,100-BLK RHUDY RD,DV PROTECTIVE ORDER VIOL (M),B,M,APD,594801,33256,2021
33275,2021/07/25,1917,100-BLK RHUDY RD,DV PROTECTIVE ORDER VIOL (M),B,M,APD,594801,33257,2021
33276,2021/07/25,1917,100-BLK RHUDY RD,POSSESSION OF FIREARM BY FELON,B,M,APD,594801,33258,2021
33277,2021/07/25,1917,100-BLK RHUDY RD,INJURY TO PERSONAL PROPERTY,B,M,APD,594801,33259,2021
33278,2021/07/25,1917,100-BLK RHUDY RD,COMMUNICATING THREATS,B,M,APD,594801,33260,2021
33279,2021/07/25,1917,100-BLK RHUDY RD,DV PROTECTIVE ORDER VIOL (M),B,M,APD,594801,33261,2021
33280,2021/07/25,1917,100-BLK RHUDY RD,DV PROTECTIVE ORDER VIOL (M),B,M,APD,594801,33262,2021
33281,2021/07/25,1917,100-BLK RHUDY RD,RESISTING PUBLIC OFFICER,B,M,APD,594801,33263,2021
33282,2021/07/25,1917,100-BLK RHUDY RD,NO OPERATORS LICENSE,B,M,APD,594801,33264,2021
33283,2020/05/19,1936,100-BLK ACTON CIR,POSSESS METHAMPHETAMINE,W,F,APD,572760,33265,2020
33284,2020/05/19,1936,100-BLK ACTON CIR,SIMPLE POSSESS SCH VI CS (M),W,F,APD,572760,33266,2020
33285,2020/05/19,1936,100-BLK ACTON CIR,FELONY POSSESSION SCH I CS,W,F,APD,572760,33267,2020
33286,2020/05/19,1936,100-BLK ACTON CIR,MISDEMEANOR LARCENY,W,F,APD,572760,33268,2020
33287,2020/05/19,1936,100-BLK ACTON CIR,POSSESS DRUG PARAPHERNALIA,W,F,APD,572760,33269,2020
33288,2020/05/19,1936,100-BLK ACTON CIR,POSS STOLEN GOODS/PROP (M),W,F,APD,572760,33270,2020
33289,2020/05/19,1936,100-BLK ACTON CIR,PUBLIC PEACE - FREE TEXT,W,F,APD,572760,33271,2020
33309,2020/09/30,16,100-BLK COXE AVE,FELONY POSSESSION SCH II CS,W,F,APD,577170,33291,2020
33406,2021/03/23,1445,400-BLK BROOKLYN RD,FLEE/ELUDE ARREST W/MV (F),B,M,APD,585429,33388,2021
33407,2021/03/23,1445,400-BLK BROOKLYN RD,DWLR IMPAIRED REV,B,M,APD,585429,33389,2021
33487,2020/02/23,149,3100-BLK SWEETEN CREEK RD,DWLR IMPAIRED REV,W,M,APD,568416,33469,2020
33513,2021/08/03,1602,100-BLK N ANN ST,BREAKING OR ENTERING (M),W,F,APD,595070,33495,2021
33516,2021/03/14,638,200-BLK MCDOWELL ST,DRIVING WHILE IMPAIRED,B,M,APD,584174,33498,2021
33517,2021/03/14,638,200-BLK MCDOWELL ST,POSSESS DRUG PARAPHERNALIA,B,M,APD,584174,33499,2021
33576,2020/02/11,910,100-BLK ATKINSON ST,HABITUAL FELON,B,M,APD,567903,33558,2020
33577,2020/02/11,910,100-BLK ATKINSON ST,HABITUAL FELON,B,M,APD,567903,33559,2020
33578,2020/02/11,910,100-BLK ATKINSON ST,POSSESSION OF FIREARM BY FELON,B,M,APD,567903,33560,2020
33579,2020/02/11,910,100-BLK ATKINSON ST,RESISTING PUBLIC OFFICER,B,M,APD,567903,33561,2020
33580,2020/02/11,910,100-BLK ATKINSON ST,BREAKING OR ENTERING (M),B,M,APD,567903,33562,2020
33581,2020/05/06,1905,100-BLK ATKINSON ST,POSSESS DRUG PARAPHERNALIA,B,M,APD,572433,33563,2020
33582,2020/05/06,1905,100-BLK ATKINSON ST,SECOND DEGREE TRESPASS,B,M,APD,572433,33564,2020
33690,2020/11/11,1602,100-BLK SW PACK SQ,INTOXICATED AND DISRUPTIVE,W,M,APD,579284,33672,2020
33694,2021/01/16,1841,400-BLK DEAVERVIEW RD,SECOND DEGREE TRESPASS,W,M,APD,580741,33676,2021
33695,2021/09/28,2123,100-BLK NEW LEICESTER HWY,INTOXICATED AND DISRUPTIVE,W,M,APD,596583,33677,2021
33696,2021/09/28,2123,100-BLK NEW LEICESTER HWY,SECOND DEGREE TRESPASS,W,M,APD,596583,33678,2021
33697,2021/09/28,2123,100-BLK NEW LEICESTER HWY,RESISTING PUBLIC OFFICER,W,M,APD,596583,33679,2021
33698,2021/09/28,2123,100-BLK NEW LEICESTER HWY,OPEN CNT MBV/UNFWN PROP CY/CTY,W,M,APD,596583,33680,2021
33706,2020/10/29,312,1400-BLK PATTON AVE,DRIVING WHILE IMPAIRED,W,M,APD,578953,33688,2020
33707,2020/05/24,1405,100-BLK BOONE ST,POSSESS MARIJ PARAPHERNALIA,W,F,APD,572885,33689,2020
33708,2020/05/24,1405,100-BLK BOONE ST,POSSESS MARIJ PARAPHERNALIA,W,F,APD,572885,33690,2020
33709,2020/05/24,1405,100-BLK BOONE ST,SIMPLE POSSESS SCH VI CS (M),W,F,APD,572885,33691,2020
33737,2020/08/06,2026,100-BLK AIRPORT RD,SECOND DEGREE TRESPASS,W,M,APD,574705,33719,2020
33765,2020/06/06,2139,100-BLK GRANADA ST,INTOXICATED AND DISRUPTIVE,W,F,APD,573200,33747,2020
33766,2020/02/24,1345,300-BLK MERRIMON AVE,BREAK OR ENTER A MOTOR VEHICLE,W,F,APD,568461,33748,2020
33767,2020/02/24,1345,300-BLK MERRIMON AVE,BREAK OR ENTER A MOTOR VEHICLE,W,F,APD,568461,33749,2020
33831,2020/05/15,1842,100-BLK S FRENCH BROAD AVE,INTOXICATED AND DISRUPTIVE,W,F,APD,572664,33813,2020
33841,2021/04/28,2016,100-BLK WEDGEFIELD DR,PRETRIAL RELEASE VIOLATION [15A-534(F)],W,M,APD,588399,33823,2021
33854,2020/02/19,1740,100-BLK HILLIARD AVE,SECOND DEGREE TRESPASS,B,M,APD,568261,33836,2020
33855,2020/06/27,2003,100-BLK BROADWAY ST,FIRST DEGREE BURGLARY,B,M,APD,573718,33837,2020
33856,2020/02/05,1556,200-BLK HILLIARD AVE,SECOND DEGREE TRESPASS,B,M,APD,567684,33838,2020
33861,2021/03/24,2348,100-BLK DAVIDSON DR,ASSAULT ON A FEMALE,W,M,APD,585480,33843,2021
33862,2021/03/24,2348,100-BLK DAVIDSON DR,ASSAULT ON A FEMALE,W,M,APD,585480,33844,2021
33863,2021/03/24,2348,100-BLK DAVIDSON DR,ASSAULT ON A FEMALE,W,M,APD,585480,33845,2021
33864,2021/03/24,2348,100-BLK DAVIDSON DR,SIMPLE ASSAULT,W,M,APD,585480,33846,2021
33865,2021/03/24,2348,100-BLK DAVIDSON DR,SIMPLE ASSAULT,W,M,APD,585480,33847,2021
33866,2021/03/24,2348,100-BLK DAVIDSON DR,HIT/RUN FAIL STOP PROP DAMAGE,W,M,APD,585480,33848,2021
33872,2020/12/30,15,600-BLK SWANNANOA RIVER RD,DRIVING WHILE IMPAIRED,W,F,APD,580311,33854,2020
33888,2020/08/26,1530,100-BLK CORDOVA ST,OBTAIN PROPERTY FALSE PRETENSE,W,F,APD,576263,33870,2020
33967,2020/01/26,1051,900-BLK PATTON AVE,POSSESS DRUG PARAPHERNALIA,B,M,APD,567232,34006,2020
34015,2020/11/08,1810,100-BLK GRANADA ST,POSSESS METHAMPHETAMINE,B,M,APD,579216,33996,2020
34016,2020/11/08,1810,100-BLK GRANADA ST,POSSESS DRUG PARAPHERNALIA,B,M,APD,579216,33997,2020
34017,2020/11/08,1810,100-BLK GRANADA ST,FELONY POSSESSION OF COCAINE,B,M,APD,579216,33998,2020
34018,2020/11/08,1810,100-BLK GRANADA ST,POSSESS DRUG PARAPHERNALIA,B,M,APD,579216,33999,2020
34019,2020/11/08,1810,100-BLK GRANADA ST,DISORDERLY CONDUCT PUBLIC BLDG,B,M,APD,579216,34000,2020
34020,2020/11/08,1810,100-BLK GRANADA ST,RESISTING PUBLIC OFFICER,B,M,APD,579216,34001,2020
34021,2020/11/08,1810,100-BLK GRANADA ST,POSSESS MARIJUANA UP TO 1/2 OZ,B,M,APD,579216,34002,2020
34022,2020/11/08,1810,100-BLK GRANADA ST,SIMPLE POSSESS SCH II CS (M),B,M,APD,579216,34003,2020
34023,2020/11/08,1810,100-BLK GRANADA ST,POSSESS MARIJ PARAPHERNALIA,B,M,APD,579216,34004,2020
34024,2020/01/26,1051,900-BLK PATTON AVE,POSSESS METHAMPHETAMINE,B,M,APD,567232,34005,2020
34025,2020/01/26,1051,900-BLK PATTON AVE,FELONY POSSESSION OF COCAINE,B,M,APD,567232,34007,2020
34026,2020/01/26,1051,900-BLK PATTON AVE,POSSESS DRUG PARAPHERNALIA,B,M,APD,567232,34008,2020
34027,2020/01/26,1051,900-BLK PATTON AVE,DISORDERLY CONDUCT PUBLIC BLDG,B,M,APD,567232,34009,2020
34028,2020/01/26,1051,900-BLK PATTON AVE,POSSESS MARIJUANA UP TO 1/2 OZ,B,M,APD,567232,34010,2020
34029,2020/01/26,1051,900-BLK PATTON AVE,SIMPLE POSSESS SCH II CS (M),B,M,APD,567232,34011,2020
34033,2021/04/27,1145,100-BLK GRANADA ST,POSSESS DRUG PARAPHERNALIA,B,M,APD,588365,34015,2021
34034,2021/04/27,1145,100-BLK GRANADA ST,SIMPLE POSSESS SCH III CS (M),B,M,APD,588365,34016,2021
34035,2021/10/14,1912,100-BLK GRANADA ST,RESISTING PUBLIC OFFICER,B,M,APD,597057,34017,2021
34040,2020/05/12,1134,100-BLK RIVER HILLS RD,ASSAULT BY STRANGULATION,W,M,APD,572566,34022,2020
34041,2020/05/12,1134,100-BLK RIVER HILLS RD,ASSAULT ON A FEMALE,W,M,APD,572566,34023,2020
34042,2020/05/12,1134,100-BLK RIVER HILLS RD,ASSAULT ON A FEMALE,W,M,APD,572566,34024,2020
34043,2020/05/12,1134,100-BLK RIVER HILLS RD,MISDEMEANOR LARCENY,W,M,APD,572566,34025,2020
34044,2020/05/12,1134,100-BLK RIVER HILLS RD,RESISTING PUBLIC OFFICER,W,M,APD,572566,34026,2020
34045,2020/05/12,1134,100-BLK RIVER HILLS RD,POSSESS DRUG PARAPHERNALIA,W,M,APD,572566,34027,2020
34046,2020/05/12,1134,100-BLK RIVER HILLS RD,RESISTING PUBLIC OFFICER,W,M,APD,572566,34028,2020
34047,2020/05/12,1134,100-BLK RIVER HILLS RD,RESISTING PUBLIC OFFICER,W,M,APD,572566,34029,2020
34066,2021/04/24,1315,200-BLK TUNNEL RD,SECOND DEGREE TRESPASS,W,F,APD,588295,34048,2021
34088,2021/10/20,2222,400-BLK MERRIMON AVE,MISDEMEANOR LARCENY,B,F,APD,597219,34070,2021
34089,2021/01/14,1645,100-BLK AIRPORT RD,SECOND DEGREE TRESPASS,B,M,APD,580688,34071,2021
34149,2021/02/16,908,100-BLK SIMPSON ST,SECOND DEGREE TRESPASS,B,M,APD,581476,34131,2021
34150,2021/02/16,908,100-BLK SIMPSON ST,ASSAULT ON A FEMALE,B,M,APD,581476,34132,2021
34153,2020/04/17,1017,100-BLK PATTON AVE,INJURY TO TREES/CROPS/LANDS,W,M,APD,571021,34135,2020
34154,2020/04/17,1017,100-BLK PATTON AVE,RESISTING PUBLIC OFFICER,W,M,APD,571021,34136,2020
34155,2021/06/25,1717,FAIRVIEW RD/I-240,INDECENT EXPOSURE,W,M,APD,593984,34137,2021
34156,2021/06/25,1717,FAIRVIEW RD/I-240,ASSAULT GOVT OFFICIAL/EMPLY,W,M,APD,593984,34138,2021
34157,2021/06/25,1717,FAIRVIEW RD/I-240,INJURY TO TREES/CROPS/LANDS,W,M,APD,593984,34139,2021
34158,2021/06/25,1717,FAIRVIEW RD/I-240,INTOXICATED AND DISRUPTIVE,W,M,APD,593984,34140,2021
34159,2021/06/25,1717,FAIRVIEW RD/I-240,RESISTING PUBLIC OFFICER,W,M,APD,593984,34141,2021
34160,2021/06/25,1717,FAIRVIEW RD/I-240,RESISTING PUBLIC OFFICER,W,M,APD,593984,34142,2021
34161,2021/06/25,1717,FAIRVIEW RD/I-240,RESISTING PUBLIC OFFICER,W,M,APD,593984,34143,2021
34179,2020/01/13,41,600-BLK HAYWOOD RD,GO ARMED TO TERROR OF PEOPLE,I,M,APD,565707,34161,2020
34205,2020/04/05,2144,100-BLK ASHELAND AVE,BREAKING AND OR ENTERING (F),W,M,APD,569801,34187,2020
34206,2020/04/05,2144,100-BLK ASHELAND AVE,LARCENY AFTER BREAK/ENTER,W,M,APD,569801,34188,2020
34210,2021/10/14,1912,100-BLK GRANADA ST,POSSESSION OF FIREARM BY FELON,B,M,APD,597057,34192,2021
34236,2020/08/19,1320,400-BLK BREVARD RD,SIMPLE POSSESS SCH II CS (M),W,M,APD,576056,34218,2020
34309,2021/10/22,1120,100-BLK TUNNEL RD,FINANCIAL CARD THEFT,I,M,APD,597255,34290,2021
34310,2021/10/22,1120,100-BLK TUNNEL RD,MISDEMEANOR LARCENY,I,M,APD,597255,34291,2021
34311,2021/10/22,1120,100-BLK TUNNEL RD,IDENTITY THEFT,I,M,APD,597255,34292,2021
34312,2021/10/22,1120,100-BLK TUNNEL RD,MISDEMEANOR LARCENY,I,M,APD,597255,34293,2021
34313,2021/10/22,1120,100-BLK TUNNEL RD,MISDEMEANOR LARCENY,I,M,APD,597255,34294,2021
34314,2021/10/22,1120,100-BLK TUNNEL RD,MISDEMEANOR LARCENY,I,M,APD,597255,34295,2021
34315,2021/10/22,1120,100-BLK TUNNEL RD,ATTEMPTED LARCENY (M),I,M,APD,597255,34296,2021
34316,2021/10/22,1120,100-BLK TUNNEL RD,POSSESS DRUG PARAPHERNALIA,I,M,APD,597255,34297,2021
34317,2021/10/22,1120,100-BLK TUNNEL RD,MISDEMEANOR LARCENY,I,M,APD,597255,34298,2021
34318,2021/10/22,1120,100-BLK TUNNEL RD,BREAK OR ENTER A MOTOR VEHICLE,I,M,APD,597255,34299,2021
34319,2021/10/22,1120,100-BLK TUNNEL RD,INJURY TO PERSONAL PROPERTY,I,M,APD,597255,34300,2021
34320,2021/10/22,1120,100-BLK TUNNEL RD,SIMPLE ASSAULT,I,M,APD,597255,34301,2021
34365,2020/08/17,2140,100-BLK TUNNEL RD,FELONY PROB VIOL OUT OF COUNTY,W,F,APD,575015,34346,2020
34366,2020/08/17,2140,100-BLK TUNNEL RD,FEL PROB VIOL OUT OF COUNTY,W,F,APD,575015,34347,2020
34367,2020/08/17,2140,100-BLK TUNNEL RD,FELONY PROB VIOL OUT OF COUNTY,W,F,APD,575015,34348,2020
34368,2020/08/17,2140,100-BLK TUNNEL RD,FELONY PROB VIOL OUT OF COUNTY,W,F,APD,575015,34349,2020
34441,2020/05/23,1605,100-BLK COXE AVE,POSS STOLEN GOODS/PROP (M),W,M,APD,572861,34482,2020
34465,2020/04/07,536,200-BLK DEAVERVIEW RD,WARRANTLESS ARREST BY LEO [15A-401(B)],B,M,APD,569833,34444,2020
34477,2020/02/22,1833,100-BLK PEARL ST/S ANN ST,FELONY POSSESSION SCH II CS,I,M,APD,568397,34456,2020
34478,2020/02/22,1833,100-BLK PEARL ST/S ANN ST,POSSESS DRUG PARAPHERNALIA,I,M,APD,568397,34457,2020
34479,2020/02/22,1833,100-BLK PEARL ST/S ANN ST,POSSESS METHAMPHETAMINE,I,M,APD,568397,34458,2020
34480,2020/02/22,1833,100-BLK PEARL ST/S ANN ST,POSSESS DRUG PARAPHERNALIA,I,M,APD,568397,34459,2020
34481,2020/02/22,1833,100-BLK PEARL ST/S ANN ST,SIMPLE POSSESS SCH VI CS (M),I,M,APD,568397,34460,2020
34482,2020/01/12,100,100-BLK S LEXINGTON AVE,POSSESS DRUG PARAPHERNALIA,I,M,APD,565688,34461,2020
34483,2020/01/12,100,100-BLK S LEXINGTON AVE,POSSESS METHAMPHETAMINE,I,M,APD,565688,34462,2020
34484,2020/01/12,100,100-BLK S LEXINGTON AVE,POSSESS DRUG PARAPHERNALIA,I,M,APD,565688,34463,2020
34485,2020/01/12,100,100-BLK S LEXINGTON AVE,SECOND DEGREE TRESPASS,I,M,APD,565688,34464,2020
34486,2020/01/12,100,100-BLK S LEXINGTON AVE,SECOND DEGREE TRESPASS,I,M,APD,565688,34465,2020
34487,2020/02/05,2053,100-BLK BATTLE SQ,POSSESS DRUG PARAPHERNALIA,I,M,APD,567694,34466,2020
34488,2020/02/05,2053,100-BLK BATTLE SQ,POSSESS METHAMPHETAMINE,I,M,APD,567694,34467,2020
34489,2020/02/05,2053,100-BLK BATTLE SQ,POSSESS DRUG PARAPHERNALIA,I,M,APD,567694,34468,2020
34490,2020/02/05,2053,100-BLK BATTLE SQ,SECOND DEGREE TRESPASS,I,M,APD,567694,34469,2020
34491,2020/02/05,2053,100-BLK BATTLE SQ,SECOND DEGREE TRESPASS,I,M,APD,567694,34470,2020
34516,2020/05/01,2058,100-BLK AIRPORT RD,SECOND DEGREE KIDNAPPING,W,M,APD,572326,34498,2020
34517,2020/05/01,2058,100-BLK AIRPORT RD,ROBBERY WITH DANGEROUS WEAPON,W,M,APD,572326,34499,2020
34518,2020/05/01,2058,100-BLK AIRPORT RD,RESISTING PUBLIC OFFICER,W,M,APD,572326,34500,2020
34519,2020/05/01,2058,100-BLK AIRPORT RD,SHOPLIFTING CONCEALMENT GOODS,W,M,APD,572326,34501,2020
